interaction_id,student_id,resource_id,intent_goal,current_confidence,completion_rate,feedback_label
int_c5d8395d7e19,stu_c178d779,res_e4098264,Daily Revision,Average,58,Too Slow
int_96c7a5f72472,stu_326fa6c3,res_4d9a8882,Board Prep,Average,72,Too Hard
int_bf82a240ab78,stu_6cda09dd,res_1748e63d,Board Prep,Strong,59,Too Slow
int_a7187815ba00,stu_5bfa4907,res_a4230eeb,Daily Revision,Strong,79,Too Slow
int_2c93f8f15d76,stu_7bab3cea,res_7b7f729b,Homework Help,Strong,89,Perfect
int_b89cfac514dd,stu_29b8fafe,res_eb7a4524,Daily Revision,Strong,57,Too Hard
int_6bff9b673a80,stu_d4d3782d,res_8f4d2a61,Daily Revision,Average,64,Too Slow
int_d278c7454ddb,stu_72124c7a,res_c284f5d3,Homework Help,Weak,33,Too Hard
int_80acb0c404f9,stu_982ee212,res_ea591084,Board Prep,Weak,32,Too Hard
int_220720571d0f,stu_363e976d,res_a78718e5,Homework Help,Weak,81,Perfect
int_38ccc6ef0d63,stu_1d712390,res_f852fcb5,Daily Revision,Strong,83,Perfect
int_228511abff4f,stu_b0bba9e0,res_58b7735b,Homework Help,Average,52,Too Hard
int_ca3ec7f37b7b,stu_01c5eaef,res_587dd960,Board Prep,Strong,79,Too Hard
int_4fb7bd66d2b6,stu_ad3e2546,res_02e3d526,Homework Help,Weak,77,Too Slow
int_fd54166f0f85,stu_90f131b7,res_c51193e4,Homework Help,Strong,64,Perfect
int_976bf7149d37,stu_89d85ba5,res_9a0388bd,Daily Revision,Weak,43,Too Hard
int_c87db842eabd,stu_e3a2f939,res_482b0d38,Homework Help,Average,100,Perfect
int_43c72496bdb5,stu_df3a4a98,res_5743c6f4,Daily Revision,Strong,51,Too Hard
int_0c1951dbbbaa,stu_c292ed05,res_520dde30,Board Prep,Average,98,Perfect
int_d14320d5cecb,stu_016d16d0,res_8dc12664,Board Prep,Average,70,Perfect
int_7960a773aa1b,stu_9d76561b,res_8ac13683,Homework Help,Strong,62,Too Slow
int_f60126023784,stu_b67ec6d2,res_dc0b809d,Daily Revision,Strong,71,Too Slow
int_98ffb5628e17,stu_74fbe5b5,res_03a3232e,Board Prep,Weak,76,Too Hard
int_128d4f991295,stu_d2d92b92,res_b1608953,Board Prep,Strong,96,Perfect
int_a206268b4f37,stu_7478c550,res_4d7a2088,Board Prep,Strong,95,Too Slow
int_033c9c95e325,stu_cb62ea23,res_e36dd47b,Daily Revision,Strong,99,Perfect
int_ebd965901acd,stu_0cced53c,res_1c38ab8c,Homework Help,Strong,42,Too Slow
int_52119a1d5add,stu_cc46e368,res_385c1bcb,Board Prep,Strong,83,Perfect
int_aff3a99b0ecc,stu_00140d1a,res_8111de7b,Homework Help,Weak,92,Perfect
int_9a713d6244b8,stu_f451e3d6,res_a0b45e48,Homework Help,Weak,100,Perfect
int_13ffc9e33f6d,stu_bb5b2dfb,res_b23fee46,Daily Revision,Strong,42,Too Hard
int_fb51f404cb18,stu_3a73edd7,res_6a55e50b,Homework Help,Weak,98,Perfect
int_8c309561c86c,stu_9811b4c8,res_42808818,Homework Help,Average,58,Too Slow
int_53175d446463,stu_02ca30be,res_07736fbe,Daily Revision,Weak,34,Too Hard
int_041a889b9f23,stu_b6c76cd4,res_c3a55450,Board Prep,Strong,67,Too Hard
int_b5469e232659,stu_10e7950f,res_9b668d36,Board Prep,Weak,94,Perfect
int_1b9ba340a994,stu_a3c17de0,res_eaace8cf,Homework Help,Average,94,Perfect
int_b13924a3a7d1,stu_dff8e975,res_d0202e9f,Board Prep,Average,73,Too Hard
int_4667c060b94a,stu_0f7b7820,res_aa75b081,Board Prep,Weak,94,Perfect
int_2c06285aa570,stu_a68027d5,res_91285e98,Homework Help,Strong,78,Too Slow
int_603a7b199780,stu_fc9604fe,res_c1c8f348,Homework Help,Weak,21,Too Hard
int_91bf854d5a4b,stu_29d1849b,res_bb881b3f,Homework Help,Average,57,Too Slow
int_ecab9c56ecdd,stu_eb5a7207,res_20d5aba5,Daily Revision,Average,93,Perfect
int_432f6710fe52,stu_2404b8c8,res_31c3d93f,Board Prep,Weak,58,Too Slow
int_bd229218d071,stu_5a276ecb,res_dc5887bf,Homework Help,Strong,83,Too Slow
int_4bccb4cac2c0,stu_a7daca12,res_c68daccd,Board Prep,Average,68,Too Hard
int_df03ffdfc825,stu_dd3cef3b,res_56e63589,Homework Help,Average,79,Too Slow
int_afa98731a402,stu_eb50c92b,res_449c6177,Homework Help,Weak,99,Perfect
int_4cc76b0dfe75,stu_1343a952,res_8c1339bd,Board Prep,Strong,45,Too Slow
int_8c686ebde7b9,stu_5a0c5fa0,res_1331853f,Board Prep,Weak,90,Perfect
int_29d2286b5ae9,stu_cb13a009,res_b23fee46,Homework Help,Average,94,Perfect
int_5cd1fefde21a,stu_b7b818f6,res_ca8916ac,Homework Help,Weak,66,Too Hard
int_864c44530d6a,stu_58600af2,res_475e068b,Board Prep,Strong,71,Too Slow
int_a5b36fecddef,stu_e9f4eb8c,res_9accc731,Homework Help,Average,98,Perfect
int_962cca470bd1,stu_0f7b7820,res_c6824416,Daily Revision,Weak,72,Too Slow
int_357948caf385,stu_c0a67d38,res_6620161e,Homework Help,Strong,59,Perfect
int_c23b2a22ecc0,stu_86d154cb,res_fa679ebf,Homework Help,Average,44,Too Slow
int_4f81e783b0c0,stu_911b26ac,res_d41eee5f,Daily Revision,Weak,38,Too Hard
int_d220655d122d,stu_b60ee845,res_02ed7daf,Homework Help,Strong,67,Too Slow
int_82fea41253bf,stu_e869627b,res_1119d225,Homework Help,Weak,84,Perfect
int_b6279d83651c,stu_e73f8efc,res_91285e98,Daily Revision,Average,78,Too Hard
int_9309d255ba2b,stu_838afe77,res_67ca2d02,Homework Help,Average,53,Too Slow
int_583966558725,stu_2504bbe1,res_2e76a990,Board Prep,Weak,88,Perfect
int_fd9dac1240c9,stu_634ff8fc,res_5a55cd1c,Homework Help,Weak,92,Perfect
int_4cf8809d5024,stu_bf081646,res_06fe1904,Board Prep,Weak,76,Perfect
int_8291db121af7,stu_d0174c29,res_4d7a2088,Homework Help,Strong,67,Too Hard
int_72ee9f2eb1c7,stu_fc7f9c84,res_6d558a08,Homework Help,Average,79,Too Hard
int_49b5c57843a0,stu_48a4997d,res_8e1f0c7e,Board Prep,Average,90,Perfect
int_e3a50b52759e,stu_7478c550,res_e53818b1,Daily Revision,Strong,46,Too Slow
int_77ec7749c35c,stu_c21b2423,res_f345ee81,Daily Revision,Weak,72,Too Slow
int_b5ab0c3016d3,stu_082167b0,res_a03a5cc2,Daily Revision,Weak,83,Perfect
int_e5ec7f6613e7,stu_e42da5f0,res_55e9d7a9,Daily Revision,Average,96,Perfect
int_0689033dd104,stu_3f62107b,res_98576750,Daily Revision,Strong,66,Too Hard
int_28fd2c5f855d,stu_bd8b1759,res_8933b003,Board Prep,Weak,65,Too Hard
int_e52e7690f784,stu_a7acb393,res_9069e6e0,Homework Help,Strong,83,Perfect
int_f87750c279ca,stu_25b81b63,res_d188b2da,Board Prep,Strong,44,Too Slow
int_e86d053f9de9,stu_bb477be1,res_b61f27a4,Daily Revision,Weak,87,Perfect
int_c74fc3b4b04e,stu_fecd2786,res_6d8b6451,Daily Revision,Weak,69,Too Hard
int_47baf0c071be,stu_e46d34a1,res_b782c72e,Board Prep,Weak,79,Too Slow
int_37be90d0b9b1,stu_88282515,res_d4bca873,Board Prep,Average,76,Too Hard
int_d36335780d9a,stu_83ca2a0a,res_eca94cbd,Homework Help,Weak,47,Too Slow
int_68c913c96597,stu_1793ee42,res_adabfccc,Board Prep,Average,87,Too Hard
int_8c0edfbf0373,stu_1fc8e6e8,res_552bd739,Daily Revision,Strong,50,Too Slow
int_cbb86e65f295,stu_39c0ff7c,res_bee0daf5,Homework Help,Average,85,Perfect
int_31cf9852aab6,stu_e5a9982b,res_56e63589,Homework Help,Weak,92,Perfect
int_c09a8416f676,stu_84934b6f,res_1837f4c1,Board Prep,Strong,49,Too Slow
int_260ded390d98,stu_86d154cb,res_8a59e683,Board Prep,Average,53,Too Hard
int_1b3480c550b4,stu_ea94c10d,res_06f57c6e,Daily Revision,Weak,45,Perfect
int_105fd509acd3,stu_fe410dcd,res_5e66b1cd,Homework Help,Average,63,Perfect
int_70db65a32064,stu_fce5fac7,res_d29d4300,Board Prep,Average,80,Perfect
int_31f9090a4443,stu_55a1d2ba,res_c732e0b4,Homework Help,Strong,84,Perfect
int_159298f73f33,stu_52ebaee8,res_587dd960,Daily Revision,Average,94,Perfect
int_36e8e3444be0,stu_3d196566,res_c85765a4,Board Prep,Average,91,Perfect
int_4837ac6f54bc,stu_1343a952,res_8b92769c,Homework Help,Strong,68,Too Slow
int_97dd8962c38e,stu_90f2580f,res_ec783205,Homework Help,Weak,96,Perfect
int_5e2107826f8a,stu_eedc8ab8,res_b26a23f4,Homework Help,Strong,63,Too Slow
int_7dd7605183b0,stu_1b28f22f,res_11472c5f,Homework Help,Strong,44,Too Slow
int_72ecb99d6cda,stu_c81593c9,res_587dd960,Daily Revision,Average,82,Perfect
int_5b1711b5df2b,stu_0f259962,res_6bc0c4d8,Board Prep,Average,93,Perfect
int_66cf59c1af2f,stu_7ba3f2ec,res_5b4c4a48,Homework Help,Weak,85,Perfect
int_5dfea276c4e0,stu_97236d79,res_4ee80a8a,Daily Revision,Average,90,Perfect
int_6c1a3522076c,stu_f114e5be,res_21cc31bc,Daily Revision,Weak,72,Too Hard
int_ad864c1a3fe0,stu_970a8a65,res_29f23e97,Homework Help,Strong,79,Too Hard
int_fe56346bb1cf,stu_d2d92b92,res_cb9477b5,Board Prep,Average,85,Too Hard
int_8ad556cf511c,stu_677c68d5,res_6738a9a2,Board Prep,Weak,54,Too Slow
int_6874134a9481,stu_90b0d2b2,res_f7720227,Daily Revision,Strong,69,Too Hard
int_0847828946f8,stu_9ed3b4db,res_69411cfa,Daily Revision,Weak,87,Perfect
int_7657ad5a1119,stu_e42da5f0,res_1e516fb1,Board Prep,Weak,30,Too Hard
int_db3a6ef4c9e3,stu_ba901fad,res_060d836d,Daily Revision,Strong,80,Too Slow
int_947b65aaf247,stu_33374d7f,res_06fe1904,Homework Help,Average,90,Perfect
int_daf65283bce6,stu_070ceacb,res_5c1f2540,Board Prep,Weak,62,Too Hard
int_869cc07500c9,stu_b999a579,res_32f7d5fc,Homework Help,Average,75,Perfect
int_6310a244c146,stu_417edcac,res_385c1bcb,Daily Revision,Strong,95,Perfect
int_207281f94c24,stu_47d6e2a8,res_20aacf41,Homework Help,Weak,98,Perfect
int_aca08c4dca84,stu_f1b07efd,res_cd263b6f,Homework Help,Weak,100,Perfect
int_e535e3218ee7,stu_5f63e104,res_ea591084,Daily Revision,Weak,34,Too Hard
int_27c517782c50,stu_29d1849b,res_c284f5d3,Daily Revision,Weak,38,Too Hard
int_e87833c0f6b4,stu_7774b797,res_47fbf8e0,Daily Revision,Average,84,Perfect
int_55c2bd160ed8,stu_5b003e4c,res_2b587d0d,Daily Revision,Strong,42,Too Slow
int_fc62a75ba988,stu_1046d83e,res_623da1d3,Homework Help,Weak,72,Perfect
int_0227a8b8fa1c,stu_b2af6d15,res_fda0749a,Daily Revision,Weak,67,Too Slow
int_f6b6ebe6b9c9,stu_eecb3964,res_9a316ddd,Daily Revision,Strong,86,Perfect
int_e085b33ab6e8,stu_093131d3,res_2b587d0d,Board Prep,Average,99,Perfect
int_4905ddd3ebd4,stu_1a7a093f,res_e5decd1a,Homework Help,Strong,88,Perfect
int_5d49479cece6,stu_37cc7a11,res_2ac58155,Board Prep,Strong,98,Perfect
int_eda4ff7ab2b0,stu_bb5b2dfb,res_2bee3b2e,Homework Help,Weak,88,Perfect
int_e30dd2a28ce5,stu_4cb9efd6,res_64c79bd7,Daily Revision,Strong,91,Too Hard
int_343be6de8f9a,stu_38cc7be5,res_7e16c57d,Daily Revision,Strong,93,Perfect
int_eec28adfadae,stu_565323a8,res_977a6983,Board Prep,Average,83,Perfect
int_5540afe69d81,stu_25b04492,res_998651ca,Daily Revision,Strong,54,Too Hard
int_d423bc50a2df,stu_616c5f70,res_f52d18b1,Board Prep,Weak,92,Perfect
int_a16420944884,stu_bf378ea9,res_3b261e67,Daily Revision,Weak,92,Perfect
int_1de3ca9b42b9,stu_a47d884f,res_32669327,Board Prep,Strong,85,Perfect
int_2cc1356f2c94,stu_3977df5a,res_69443931,Homework Help,Average,89,Perfect
int_59afdd369b37,stu_d839085d,res_45f9a7f6,Daily Revision,Average,90,Perfect
int_48ec7aaae42d,stu_753c2242,res_c1dafe83,Board Prep,Average,97,Perfect
int_419e76138ddf,stu_29996ca4,res_6d558a08,Daily Revision,Strong,69,Too Slow
int_d475c8761b42,stu_aa5d109f,res_d81eb238,Homework Help,Weak,33,Too Hard
int_7ef39e93bab5,stu_52a3bf95,res_5e93c078,Board Prep,Strong,76,Too Hard
int_4eff0ca700c8,stu_93d356f1,res_aeb53de9,Homework Help,Weak,94,Perfect
int_228fddf3acbb,stu_43e59c7c,res_c857a962,Homework Help,Strong,85,Too Hard
int_3bf7645f20ba,stu_9838826c,res_cd25d52c,Homework Help,Weak,84,Too Hard
int_fb3509c15e69,stu_e7a58d71,res_df147047,Homework Help,Weak,24,Too Hard
int_0de2c90bb5a4,stu_5059106f,res_3f69795a,Board Prep,Weak,96,Perfect
int_56fa5e824d85,stu_adcc00f4,res_09840f10,Homework Help,Weak,66,Too Slow
int_9c344c60fa37,stu_b0097dd9,res_b26a23f4,Daily Revision,Strong,66,Too Slow
int_0017928dba69,stu_e3a2f939,res_ded8aa62,Daily Revision,Weak,73,Too Slow
int_451af80cd812,stu_d00ad85a,res_42808818,Daily Revision,Weak,99,Perfect
int_9a7a996cd506,stu_8496b4be,res_cd393fa2,Board Prep,Weak,89,Too Slow
int_eccbde864660,stu_bb2c2b4b,res_5908bccb,Board Prep,Weak,92,Perfect
int_50bfeb036fac,stu_9c7363c7,res_23bb9a99,Board Prep,Weak,54,Too Slow
int_e3dacd9756f8,stu_bf284ec4,res_98576750,Daily Revision,Weak,88,Perfect
int_140ea8db5e38,stu_f14f2871,res_0470a5a0,Daily Revision,Weak,58,Too Hard
int_6d390e3c48bb,stu_23dcc373,res_ea237986,Homework Help,Weak,72,Too Slow
int_51ac38d94de0,stu_d177d062,res_1efe876d,Board Prep,Strong,82,Perfect
int_977bb4df33f8,stu_69997ac3,res_368fc9c7,Daily Revision,Strong,42,Perfect
int_8af94484056c,stu_0b173b6e,res_1667f461,Daily Revision,Strong,75,Too Hard
int_02530c4d8f5d,stu_f7e8e20c,res_4d1bfec5,Board Prep,Weak,82,Perfect
int_476acf0ebeac,stu_01970a15,res_05c08ffd,Homework Help,Average,51,Too Slow
int_d7dd7da35a1a,stu_0f4afad9,res_d46464c1,Board Prep,Strong,45,Too Slow
int_d4d1e3f30d70,stu_fa4eb581,res_d4bca873,Daily Revision,Weak,94,Perfect
int_4ff2fb99f8de,stu_590ee1bf,res_d61d4bc2,Daily Revision,Average,81,Perfect
int_fe459880f741,stu_086f2c9f,res_dc95bb09,Homework Help,Strong,67,Too Slow
int_76e8e3d4d0a6,stu_3119a502,res_e5c51577,Homework Help,Average,58,Too Hard
int_904eea5649cb,stu_17f45f32,res_31c3d93f,Board Prep,Strong,54,Too Hard
int_dacda7087dac,stu_f60419f4,res_6c483523,Daily Revision,Strong,66,Too Hard
int_c5010c495704,stu_d37bba35,res_fd96885c,Homework Help,Strong,82,Perfect
int_627237f9867d,stu_da836dc5,res_227ddfb8,Homework Help,Average,99,Perfect
int_1862384e63bc,stu_f1bbdceb,res_00830b45,Board Prep,Strong,80,Too Slow
int_34675484df47,stu_9d6ce204,res_f47aa261,Daily Revision,Weak,85,Perfect
int_e40c808e981f,stu_da836dc5,res_a918b65e,Homework Help,Average,82,Too Slow
int_48023ab17cca,stu_69771606,res_552bd739,Daily Revision,Weak,70,Too Hard
int_e489b081a532,stu_3f423c66,res_c1dafe83,Board Prep,Strong,74,Too Hard
int_0ebfcec5a22a,stu_425dd701,res_b28ae301,Homework Help,Average,92,Perfect
int_e1666ae1571e,stu_d81174c7,res_4ce9516a,Homework Help,Average,82,Perfect
int_2621b2c65187,stu_05a7ef60,res_10435721,Daily Revision,Strong,51,Too Slow
int_2ab78e0b4c93,stu_090264e3,res_c732e0b4,Board Prep,Average,52,Too Hard
int_d4566d11c4e1,stu_af7d57af,res_d7ec80a5,Daily Revision,Strong,73,Too Slow
int_6fcd5672b462,stu_738d593a,res_27429473,Homework Help,Average,93,Perfect
int_733a7f642304,stu_cc26180a,res_084e31a2,Board Prep,Average,99,Perfect
int_8443be8c231e,stu_93a1c488,res_41804819,Homework Help,Average,56,Perfect
int_f9c055437d94,stu_0be1caa4,res_a4230eeb,Daily Revision,Average,91,Too Hard
int_fde0038476b6,stu_3debfc32,res_77fbaae1,Board Prep,Strong,83,Too Slow
int_57dde953de96,stu_c37566e9,res_4c996885,Homework Help,Weak,85,Perfect
int_4825518ffc6a,stu_b797ebf5,res_471f1b50,Homework Help,Average,88,Perfect
int_f313685e8637,stu_3f423c66,res_5767bfde,Homework Help,Strong,51,Too Hard
int_75df822b13fa,stu_f7b51069,res_8111de7b,Board Prep,Strong,55,Too Slow
int_a75fa9a79820,stu_7c037ef2,res_06f57c6e,Board Prep,Weak,67,Perfect
int_e21c56604da2,stu_a30e00c2,res_f8ee02a9,Board Prep,Strong,71,Too Hard
int_1fc08728ee41,stu_8c149540,res_d0b81f7c,Homework Help,Strong,52,Too Slow
int_1650cea6f534,stu_36f3f0d9,res_34668345,Board Prep,Weak,91,Too Hard
int_4c40fd33bb9a,stu_ea94c10d,res_05c08ffd,Board Prep,Average,71,Too Hard
int_127be3b2a0fd,stu_95dac472,res_a21aae05,Daily Revision,Weak,96,Perfect
int_b77e5d874027,stu_1c1d7435,res_eca94cbd,Board Prep,Weak,76,Too Hard
int_4779d81888cf,stu_8186cd3a,res_56e63589,Daily Revision,Weak,81,Perfect
int_4bded49c7921,stu_9cbd4901,res_b5e3ec4d,Homework Help,Weak,100,Perfect
int_fed3c4fa1215,stu_b60ee845,res_74476078,Board Prep,Weak,86,Too Hard
int_fb3ea94240f4,stu_cfd934f5,res_36555383,Homework Help,Average,76,Too Hard
int_eb00e5344254,stu_ef754f3d,res_ccabef42,Board Prep,Weak,87,Perfect
int_33d638b36de6,stu_8a9f8b45,res_7c4ca72a,Daily Revision,Average,95,Too Slow
int_696b18f8d34a,stu_49e5e724,res_24cdbea1,Board Prep,Weak,56,Too Hard
int_20e0a5f53489,stu_f0e88c8b,res_433448a2,Board Prep,Strong,62,Too Slow
int_352d110af4e2,stu_b6b6ae4b,res_dc0b809d,Board Prep,Strong,45,Too Slow
int_70b8bbc9af78,stu_73281791,res_44c62bd8,Board Prep,Average,43,Too Slow
int_e57a4e9b4525,stu_f7509db3,res_af2633f0,Board Prep,Strong,64,Too Slow
int_2ccc98b745b9,stu_1c844f64,res_4f3a1e68,Daily Revision,Weak,85,Too Hard
int_896adff7b1c9,stu_52ebaee8,res_1436b5b8,Board Prep,Average,98,Perfect
int_f38320c96c3d,stu_53552d6e,res_0708ec93,Homework Help,Strong,37,Too Slow
int_ca4f15ff2ef4,stu_043561d7,res_f1a54713,Homework Help,Weak,23,Too Hard
int_b656ea0b6141,stu_7774b797,res_a4d75122,Board Prep,Average,99,Perfect
int_169f777c71a8,stu_f84d78a6,res_3eefffc0,Board Prep,Strong,83,Perfect
int_e940f0218333,stu_b6b6ae4b,res_4f3a1e68,Homework Help,Strong,73,Perfect
int_5a0287994428,stu_0a40f2e7,res_b144ea60,Homework Help,Strong,65,Perfect
int_e49d7a1825d0,stu_f909b8b5,res_33c0aac2,Homework Help,Average,84,Perfect
int_81d56a1f0330,stu_5a7ee7e0,res_bfd4d74a,Homework Help,Average,70,Too Hard
int_3988069c952b,stu_08785c25,res_8f7770e4,Daily Revision,Weak,57,Too Slow
int_a5e9cdb8074d,stu_388549c3,res_977a6983,Board Prep,Strong,78,Too Slow
int_5fa4c6418dc0,stu_96831615,res_7932e0e6,Homework Help,Average,45,Too Slow
int_e73c7cdff71f,stu_4accabcc,res_6620161e,Homework Help,Average,99,Perfect
int_d3e1111a3d70,stu_5642ed96,res_17e06207,Daily Revision,Strong,43,Too Slow
int_6c6bdcc25bba,stu_26e3aead,res_9883b64f,Daily Revision,Weak,90,Perfect
int_0cae673e15c8,stu_6c771b76,res_438465f0,Homework Help,Strong,76,Too Slow
int_cae8b35bdeef,stu_0b661edd,res_1b95e571,Homework Help,Weak,61,Too Hard
int_6f814d78b9cb,stu_c0dc0a7d,res_20aacf41,Daily Revision,Strong,75,Too Slow
int_f70d892ca284,stu_1285baf2,res_e36dd47b,Daily Revision,Average,75,Too Hard
int_fd9d8c7d2fe2,stu_f1bbdceb,res_00830b45,Daily Revision,Weak,72,Perfect
int_151b0b9b740a,stu_ea63736c,res_2bd80769,Homework Help,Average,89,Perfect
int_6b4fa7e8efc7,stu_753c2242,res_0ca304cf,Daily Revision,Strong,74,Too Slow
int_b32b40392984,stu_26654ed6,res_adabfccc,Homework Help,Strong,58,Too Slow
int_c5ba68336964,stu_eaba52d6,res_e665cd7e,Daily Revision,Weak,19,Too Hard
int_72e6dee0454c,stu_3ee2ecaf,res_4328a8c4,Daily Revision,Strong,69,Too Slow
int_033b91365571,stu_37cc7a11,res_a0b3d1cc,Board Prep,Weak,30,Too Hard
int_ff8d50be55b0,stu_51d7da6c,res_3334fdfc,Board Prep,Strong,95,Perfect
int_84553e9690bd,stu_d85ec4a2,res_c300a24b,Homework Help,Average,93,Perfect
int_1e4dd63a95f9,stu_363e976d,res_3b261e67,Daily Revision,Weak,99,Perfect
int_83afcb4042fd,stu_a47d884f,res_b089a8d6,Homework Help,Strong,49,Too Hard
int_74695b91e65f,stu_2cbc017e,res_67e8900d,Homework Help,Weak,83,Perfect
int_cb7f0d565cdd,stu_db2bcca5,res_c60301bd,Homework Help,Strong,76,Too Slow
int_a591ede85b9f,stu_a597a757,res_52b8899e,Board Prep,Weak,75,Too Slow
int_a3f3e849b1af,stu_a333b5e3,res_1667f461,Homework Help,Strong,73,Perfect
int_7fc5805dde7d,stu_6ccf1726,res_78f21af5,Board Prep,Strong,45,Too Slow
int_7f650db41727,stu_75d311ed,res_6536d23e,Daily Revision,Average,71,Perfect
int_ae9281811cb3,stu_a2f4c911,res_0ee9f58e,Homework Help,Average,76,Perfect
int_b34aff93a56c,stu_707f7c29,res_77522e9d,Board Prep,Strong,36,Too Slow
int_e355c1c21643,stu_41a85e1e,res_366e943d,Board Prep,Weak,84,Perfect
int_28270ece5e23,stu_e46d34a1,res_1837f4c1,Board Prep,Weak,87,Perfect
int_507cfd5ff605,stu_f410d130,res_c4867843,Daily Revision,Average,95,Perfect
int_65cc73c32f68,stu_ada96338,res_1c65d6ee,Homework Help,Weak,35,Too Hard
int_c839884d352c,stu_dda34d94,res_9a0388bd,Homework Help,Strong,83,Too Hard
int_ff2c27134096,stu_093131d3,res_eb85fbb1,Daily Revision,Weak,68,Too Slow
int_9baadbc3bcaf,stu_6fe998d4,res_0df5e1ea,Board Prep,Average,82,Perfect
int_bf3017d8ae0a,stu_5b62b49c,res_b2a2cdd1,Board Prep,Weak,65,Too Hard
int_62ab234d8618,stu_487ce82a,res_8111de7b,Homework Help,Average,55,Too Slow
int_dc5d755874d7,stu_ae569170,res_5c1db153,Board Prep,Average,84,Perfect
int_c7caf9c3e7de,stu_8138d092,res_1e87f4d8,Homework Help,Average,57,Perfect
int_d2289e796cba,stu_d7cd5370,res_db028bb9,Homework Help,Weak,76,Perfect
int_cc685e68a2e1,stu_5770dea4,res_9b4ee9d6,Homework Help,Strong,30,Too Slow
int_4ff3107e5d6d,stu_081316e8,res_67e8900d,Homework Help,Average,92,Too Hard
int_8f0aad2ec71b,stu_7a8a387f,res_204d3e4d,Homework Help,Weak,33,Too Hard
int_d105c2cbf9af,stu_b5059990,res_f112e89c,Board Prep,Weak,87,Perfect
int_a793adc0bd1f,stu_bf284ec4,res_c51193e4,Homework Help,Strong,74,Perfect
int_e4325cb16823,stu_90f2580f,res_4328a8c4,Board Prep,Strong,73,Too Hard
int_6366ff7f9898,stu_7ced45e3,res_e76153f4,Daily Revision,Strong,77,Perfect
int_171d23d8479e,stu_0a574e0b,res_07a420dc,Board Prep,Average,68,Too Slow
int_7762acf76027,stu_d441e1bc,res_64c79bd7,Homework Help,Average,83,Perfect
int_f93f9ed10d92,stu_69771606,res_504e637d,Daily Revision,Strong,97,Perfect
int_22d1b970699b,stu_05b4503d,res_f871f20e,Homework Help,Strong,79,Too Slow
int_53528446bbf8,stu_53bae6da,res_5908bccb,Daily Revision,Weak,87,Perfect
int_2a7dd69d20b3,stu_f60419f4,res_9bf9f0f1,Daily Revision,Weak,79,Perfect
int_507639639932,stu_2770d494,res_54984f04,Board Prep,Average,86,Perfect
int_8d1999e9bd2c,stu_de2c311c,res_0c72e5d6,Board Prep,Weak,83,Perfect
int_3f587fd86e88,stu_3ce169e6,res_2553d981,Homework Help,Strong,57,Too Slow
int_04916d2b0f8f,stu_fd11f9d8,res_fda0749a,Board Prep,Weak,45,Too Hard
int_bba724089d7c,stu_2404b8c8,res_3c1df812,Daily Revision,Average,50,Too Hard
int_350b58518172,stu_d8f0c352,res_c097c0c3,Daily Revision,Strong,62,Perfect
int_093d94447c18,stu_bf284ec4,res_bcd7e6bd,Homework Help,Average,40,Perfect
int_bf21be4aa490,stu_2bc8044a,res_f112e89c,Daily Revision,Average,70,Too Hard
int_f7df33e95b60,stu_f6dc8819,res_0e402496,Daily Revision,Strong,80,Perfect
int_ca18d2f0b3db,stu_4ad3af48,res_9dfa1f05,Daily Revision,Strong,44,Too Slow
int_31ec72e80fea,stu_b4930aa4,res_52200033,Daily Revision,Weak,62,Too Hard
int_e2823432c6a4,stu_4d3b1460,res_4133e3e4,Board Prep,Weak,93,Perfect
int_27dadac68d32,stu_b0bba9e0,res_e8c62e1e,Board Prep,Average,98,Perfect
int_3c5c9da80f42,stu_f8224688,res_08a1aecb,Daily Revision,Weak,97,Perfect
int_f3df904e9f5d,stu_6fe998d4,res_f503a6f0,Daily Revision,Average,84,Perfect
int_8d329f5cd606,stu_87d4aebe,res_ac4461f4,Homework Help,Strong,54,Too Slow
int_974dd227601d,stu_d3de5b33,res_43d1060d,Homework Help,Strong,66,Too Slow
int_c0a66fb8c7a6,stu_3debfc32,res_4ce9516a,Homework Help,Average,87,Perfect
int_eafe8d17eab5,stu_d7c27096,res_00a80aa0,Board Prep,Weak,87,Perfect
int_ebcdabd9e4ea,stu_8d05d572,res_00a80aa0,Homework Help,Weak,89,Perfect
int_e85b9f915f15,stu_96dd82b9,res_4ce9516a,Board Prep,Weak,56,Perfect
int_bbcf00ae3a74,stu_3debfc32,res_e7b10d3e,Board Prep,Strong,94,Perfect
int_1e4741e5392d,stu_9de2f266,res_1837f4c1,Board Prep,Average,55,Too Hard
int_eb65cb5d9d4b,stu_1849854b,res_950c39d7,Board Prep,Strong,85,Perfect
int_4b08b8455f4e,stu_4cb9efd6,res_36cfbb85,Homework Help,Weak,40,Too Hard
int_266536711aac,stu_55a1d2ba,res_5f2e5e8c,Homework Help,Weak,65,Perfect
int_c2cee332fd0d,stu_901e84ca,res_46981205,Board Prep,Strong,79,Too Slow
int_02cb315efdde,stu_50e9428a,res_09840f10,Daily Revision,Strong,80,Too Hard
int_a4a1b9f7cd34,stu_c504be22,res_f87f3be8,Homework Help,Strong,98,Perfect
int_cd36a0083a5b,stu_ca85045b,res_802d85f7,Daily Revision,Average,73,Too Hard
int_085c8e9a8457,stu_753c2242,res_e52acc97,Daily Revision,Weak,66,Too Slow
int_904754c51ab0,stu_1f68e4a8,res_db0658b8,Board Prep,Strong,36,Too Slow
